#-----------------------------------------------------
#              Re:sim Road Data File
#-----------------------------------------------------

Left-Hand Or Right-Hand ; LEFT
CrossPoint ; 202 , 195 / -435.56 / -227.044 / 0 / 0.999957 / 0.00925375 / 11.5182 , 198 / -437.736 / -227.065 / 0 / 1 / 0.000196413 / 9.34204 , 199 / -434.761 / -227.03 / 0 / 0.999903 / 0.0139163 / 12.3167 , 205 / -439.337 / -227.071 / 0 / 0.999929 / -0.0119017 / 7.74119
CrossPoint ; 204 , 195 / -433.416 / -228.5 / 0 / 0.838788 / 0.544458 / 13.141 , 196 / -437.782 / -232.261 / 0 / 0.501917 / 0.864916 / 7.36171 , 199 / -435.011 / -229.479 / 0 / 0.743646 / 0.668574 / 11.2799 , 201 / -437.833 / -232.349 / 0 / 0.501917 / 0.864916 / 7.26021
CrossPoint ; 205 , 196 / -439.609 / -231.797 / 0 / 0.0770257 / 0.997029 / 7.3598 , 198 / -439.399 / -228.441 / 0 / 0.0562468 / 0.998417 / 10.7231 , 201 / -439.504 / -230.245 / 0 / 0.0678837 / 0.997693 / 8.91576 , 202 / -439.335 / -227.062 / 0 / 0.043232 / 0.999065 / 12.103
CrossPoint ; 220 , 222 / -442.372 / 32.9792 / 0 / -0.813196 / -0.58199 / 7.27496 , 224 / -443.153 / 32.571 / 0 / -0.891374 / -0.453269 / 8.15244
CrossPoint ; 222 , 220 / -442.323 / 33.0636 / 0 / 0.888175 / -0.459506 / 5.32025 , 224 / -443.155 / 33.4942 / 0 / 0.888175 / -0.459506 / 4.38313
CrossPoint ; 224 , 220 / -443.153 / 32.5787 / 0 / -0.00266992 / 0.999996 / 8.11967 , 222 / -443.155 / 33.4712 / 0 / -0.00289423 / 0.999996 / 9.01221
CrossPoint ; 234 , 236 / -445.915 / 101.107 / 0 / -0.855402 / -0.517965 / 11.2457 , 239 / -443.113 / 103.067 / 0 / -0.640328 / -0.768102 / 7.83165 , 250 / -444.971 / 101.514 / 0 / -0.760136 / -0.649764 / 10.2453
CrossPoint ; 236 , 234 / -445.975 / 101.166 / 0 / 0.907572 / -0.419896 / 5.76514 , 239 / -443.298 / 99.3819 / 0 / 0.753971 / -0.656908 / 8.98778 , 250 / -444.822 / 100.633 / 0 / 0.907572 / -0.419896 / 7.03575
CrossPoint ; 237 , 250 / -445.397 / 104.638 / 0 / 0.759848 / 0.650101 / 6.58895
CrossPoint ; 239 , 234 / -443.1 / 103.202 / 0 / 0.050651 / 0.998716 / 14.0105 , 236 / -443.302 / 99.3752 / 0 / 0.050651 / 0.998716 / 10.1782
CrossPoint ; 250 , 234 / -444.997 / 101.669 / 0 / -0.160585 / 0.987022 / 12.5624 , 236 / -444.802 / 100.501 / 0 / -0.17126 / 0.985226 / 11.3782 , 237 / -445.419 / 104.635 / 0 / -0.131373 / 0.991333 / 15.5576
CrossPoint ; 251 , 259 / -440.067 / 149.148 / 0 / -0.862031 / 0.506856 / 7.50835 , 268 / -438.276 / 148.275 / 0 / -0.966603 / 0.25628 / 5.51595 , 269 / -439.879 / 149.037 / 0 / -0.862031 / 0.506856 / 7.29006 , 270 / -441.058 / 149.948 / 0 / -0.764923 / 0.644121 / 8.77957
CrossPoint ; 252 , 257 / -449.455 / 145.172 / 0 / -0.999891 / 0.0147869 / 24.987 , 258 / -446.198 / 145.124 / 0 / -0.999891 / 0.0147869 / 21.7291 , 259 / -440.169 / 145.031 / 0 / -0.999893 / 0.0146622 / 15.7001 , 263 / -443.024 / 145.075 / 0 / -0.999877 / 0.0157113 / 18.5551 , 268 / -440.999 / 145.043 / 0 / -0.999893 / 0.0146622 / 16.5294 , 269 / -441.837 / 145.055 / 0 / -0.999893 / 0.0146622 / 17.3679 , 270 / -442.408 / 145.063 / 0 / -0.999893 / 0.0146622 / 17.9391 , 310 / -446.201 / 145.124 / 0 / -0.999891 / 0.0147869 / 21.7323
CrossPoint ; 253 , 258 / -448.439 / 142.207 / 0 / -1 / 0.000591896 / 23.8168 , 259 / -440.232 / 142.202 / 0 / -1 / 0.000516777 / 15.6097 , 263 / -441.761 / 142.203 / 0 / -1 / 0.000618166 / 17.1394 , 268 / -442.365 / 142.203 / 0 / -1 / 0.000618166 / 17.7433 , 269 / -442.629 / 142.204 / 0 / -1 / 0.000618166 / 18.0072 , 270 / -442.85 / 142.204 / 0 / -1 / 0.000618166 / 18.2276 , 272 / -451.874 / 142.209 / 0 / -1 / 0.000490378 / 27.2517 , 310 / -446.082 / 142.206 / 0 / -1 / 0.000641771 / 21.46
CrossPoint ; 254 , 259 / -440.284 / 139.326 / 0 / -0.999989 / -0.00473993 / 9.02878 , 268 / -442.998 / 139.31 / 0 / -0.999984 / -0.00572538 / 11.7435 , 269 / -443.042 / 139.31 / 0 / -0.999984 / -0.00572538 / 11.7869 , 270 / -443.083 / 139.309 / 0 / -0.999984 / -0.00572538 / 11.8286 , 272 / -449.022 / 139.277 / 0 / -0.99999 / -0.00450139 / 17.7671 , 273 / -450.133 / 139.272 / 0 / -0.99999 / -0.00450139 / 18.8786 , 308 / -441.066 / 139.322 / 0 / -0.999989 / -0.00473993 / 9.81134 , 310 / -445.986 / 139.292 / 0 / -0.999984 / -0.0055995 / 14.7312
CrossPoint ; 256 , 263 / -447.913 / 149.285 / 0 / -0.694357 / -0.719631 / 12.1216 , 264 / -444.674 / 152.68 / 0 / -0.376626 / -0.926365 / 7.4926 , 265 / -443.35 / 155.788 / 0 / -0.187744 / -0.982218 / 4.13221 , 266 / -442.82 / 158.767 / 0 / 0.000116305 / -1 / 1.11519 , 309 / -443.711 / 155.049 / 0 / -0.376626 / -0.926365 / 4.93517 , 310 / -446.456 / 150.795 / 0 / -0.694357 / -0.719631 / 10.0234
CrossPoint ; 257 , 252 / -449.339 / 145.166 / 0 / -0.748347 / -0.663307 / 16.6121 , 263 / -446.212 / 148.454 / 0 / -0.502017 / -0.864858 / 12.079 , 264 / -443.993 / 152.673 / 0 / -0.250424 / -0.968136 / 7.32603 , 265 / -443.172 / 155.789 / 0 / -0.125973 / -0.992034 / 4.11011 , 266 / -442.82 / 158.767 / 0 / 0.000116305 / -1 / 1.11519 , 272 / -453.175 / 143.049 / 0 / -0.934904 / -0.354901 / 21.0008 , 309 / -443.505 / 154.557 / 0 / -0.250424 / -0.968136 / 5.37966 , 310 / -446.342 / 148.231 / 0 / -0.502017 / -0.864858 / 12.3369
CrossPoint ; 258 , 252 / -445.796 / 145.118 / 0 / -0.330996 / -0.943632 / 15.1542 , 253 / -448.186 / 142.207 / 0 / -0.598162 / -0.801375 / 18.8424 , 263 / -444.961 / 147.498 / 0 / -0.330996 / -0.943632 / 12.6322 , 264 / -443.47 / 152.668 / 0 / -0.147626 / -0.989043 / 7.25073 , 265 / -443.019 / 155.789 / 0 / -0.0733797 / -0.997304 / 4.09826 , 266 / -442.82 / 158.767 / 0 / 0.000116305 / -1 / 1.11519 , 272 / -450.132 / 140.649 / 0 / -0.752918 / -0.658115 / 21.3077 , 273 / -451.313 / 140.175 / 0 / -0.888693 / -0.458502 / 22.5411 , 309 / -443.272 / 153.997 / 0 / -0.147626 / -0.989043 / 5.90663 , 310 / -446.194 / 144.959 / 0 / -0.453352 / -0.891331 / 15.4514
CrossPoint ; 259 , 251 / -440.064 / 149.186 / 0 / -0.0237836 / -0.999717 / 17.6063 , 252 / -440.171 / 145.031 / 0 / -0.0253841 / -0.999678 / 21.7625 , 253 / -440.237 / 142.202 / 0 / -0.0237836 / -0.999717 / 24.5923 , 254 / -440.29 / 139.325 / 0 / -0.0194201 / -0.999811 / 27.4699 , 264 / -439.978 / 152.633 / 0 / -0.0194201 / -0.999811 / 14.1586 , 265 / -439.909 / 155.795 / 0 / -0.0133258 / -0.999911 / 10.9954 , 266 / -439.855 / 158.82 / 0 / -0.00656995 / -0.999978 / 7.97025 , 268 / -440.14 / 146.275 / 0 / -0.0253841 / -0.999678 / 20.5181 , 269 / -440.074 / 148.735 / 0 / -0.0237836 / -0.999717 / 18.0572 , 270 / -439.983 / 152.347 / 0 / -0.0194201 / -0.999811 / 14.4441
CrossPoint ; 260 , 265 / -435.182 / 155.802 / 0 / 0.674497 / -0.738278 / 12.2446 , 266 / -437.739 / 158.853 / 0 / 0.416522 / -0.909126 / 8.28036 , 269 / -433.606 / 154.608 / 0 / 0.786108 / -0.618089 / 14.2122 , 270 / -436.271 / 156.776 / 0 / 0.549503 / -0.835492 / 10.8096
CrossPoint ; 261 , 266 / -436.525 / 158.868 / 0 / 0.620805 / -0.783965 / 8.78204 , 270 / -434.994 / 157.655 / 0 / 0.741434 / -0.671025 / 10.7135
CrossPoint ; 263 , 252 / -443.002 / 145.075 / 0 / 0.531517 / -0.847048 / 10.5093 , 253 / -441.738 / 142.203 / 0 / 0.325507 / -0.94554 / 13.651 , 256 / -448.057 / 149.393 / 0 / 0.962986 / -0.269551 / 3.73995 , 257 / -446.255 / 148.586 / 0 / 0.912014 / -0.41016 / 5.7109 , 258 / -444.97 / 147.652 / 0 / 0.837803 / -0.545972 / 7.28663 , 268 / -442.004 / 143.076 / 0 / 0.426348 / -0.904559 / 12.7431 , 269 / -442.274 / 143.647 / 0 / 0.426348 / -0.904559 / 12.1113 , 270 / -442.544 / 144.344 / 0 / 0.531517 / -0.847048 / 11.3715 , 310 / -446.36 / 148.633 / 0 / 0.912014 / -0.41016 / 5.59513
CrossPoint ; 264 , 256 / -444.946 / 152.683 / 0 / 0.999952 / -0.00974997 / 15.6054 , 257 / -444.129 / 152.675 / 0 / 0.999952 / -0.00974997 / 16.4219 , 258 / -443.534 / 152.67 / 0 / 0.999952 / -0.00974997 / 17.0178 , 259 / -439.984 / 152.632 / 0 / 0.999952 / -0.00974997 / 20.5679 , 269 / -436.781 / 152.604 / 0 / 0.999968 / -0.00796716 / 23.7706 , 270 / -439.811 / 152.631 / 0 / 0.999952 / -0.00974997 / 20.7409 , 309 / -442.718 / 152.66 / 0 / 0.999946 / -0.0104043 / 17.8336 , 310 / -446.538 / 152.699 / 0 / 0.999952 / -0.00974997 / 14.0131
CrossPoint ; 265 , 256 / -443.509 / 155.788 / 0 / 0.999998 / 0.00206174 / 17.1124 , 257 / -443.266 / 155.789 / 0 / 0.999998 / 0.00206174 / 17.3555 , 258 / -443.066 / 155.789 / 0 / 0.999998 / 0.00206174 / 17.5546 , 259 / -439.918 / 155.795 / 0 / 0.999998 / 0.00193196 / 20.7028 , 260 / -435.027 / 155.802 / 0 / 0.999999 / 0.0010853 / 25.5937 , 270 / -437.438 / 155.799 / 0 / 0.999999 / 0.00157843 / 23.183 , 309 / -444.018 / 155.787 / 0 / 0.999998 / 0.00206174 / 16.6032 , 310 / -446.652 / 155.782 / 0 / 0.999998 / 0.00193197 / 13.9691
CrossPoint ; 266 , 256 / -442.924 / 158.763 / 0 / 0.999849 / 0.0174012 / 12.4917 , 257 / -442.891 / 158.764 / 0 / 0.999849 / 0.0174012 / 12.5249 , 258 / -442.862 / 158.764 / 0 / 0.999849 / 0.0174012 / 12.5543 , 259 / -439.869 / 158.82 / 0 / 0.999849 / 0.0174012 / 15.5479 , 260 / -437.597 / 158.855 / 0 / 0.999899 / 0.0142031 / 17.8195 , 261 / -436.339 / 158.873 / 0 / 0.999899 / 0.0142031 / 19.0779 , 309 / -445.187 / 158.721 / 0 / 0.999899 / 0.0142031 / 10.2285 , 310 / -446.728 / 158.699 / 0 / 0.999899 / 0.0142031 / 8.68778
CrossPoint ; 268 , 251 / -438.446 / 148.369 / 0 / 0.639933 / 0.76843 / 12.1133 , 252 / -441.047 / 145.045 / 0 / 0.498565 / 0.866852 / 7.89193 , 253 / -442.563 / 142.203 / 0 / 0.169701 / 0.985496 / 4.71238 , 254 / -443.149 / 139.309 / 0 / 0.000116424 / 1 / 1.77663 , 259 / -440.129 / 146.639 / 0 / 0.498565 / 0.866852 / 9.73177 , 263 / -442.07 / 143.082 / 0 / 0.338949 / 0.940805 / 5.68221
CrossPoint ; 269 , 251 / -439.948 / 149.104 / 0 / 0.479553 / 0.877513 / 12.1474 , 252 / -441.978 / 145.059 / 0 / 0.23674 / 0.971573 / 7.63805 , 253 / -442.749 / 142.204 / 0 / 0.119211 / 0.992869 / 4.69068 , 254 / -443.149 / 139.309 / 0 / 0.000116424 / 1 / 1.77663 , 259 / -440.074 / 148.874 / 0 / 0.479553 / 0.877513 / 11.8853 , 260 / -433.693 / 154.778 / 0 / 0.841988 / 0.539496 / 20.6587 , 263 / -442.516 / 144.144 / 0 / 0.119211 / 0.992869 / 6.64483 , 264 / -437.293 / 152.609 / 0 / 0.605923 / 0.795523 / 16.5373
CrossPoint ; 270 , 251 / -441.073 / 150.035 / 0 / 0.327021 / 0.945017 / 12.734 , 252 / -442.476 / 145.066 / 0 / 0.14545 / 0.989366 / 7.57176 , 253 / -442.914 / 142.204 / 0 / 0.0723699 / 0.997378 / 4.67831 , 254 / -443.149 / 139.309 / 0 / 0.000116424 / 1 / 1.77663 , 259 / -439.988 / 152.416 / 0 / 0.449019 / 0.893522 / 15.3486 , 260 / -436.218 / 156.967 / 0 / 0.749983 / 0.661458 / 21.2905 , 261 / -435.119 / 157.936 / 0 / 0.749983 / 0.661458 / 22.7556 , 263 / -442.591 / 144.281 / 0 / 0.14545 / 0.989366 / 6.77747 , 264 / -439.88 / 152.632 / 0 / 0.449019 / 0.893522 / 15.5903 , 265 / -437.691 / 155.799 / 0 / 0.594133 / 0.804367 / 19.4387
CrossPoint ; 272 , 253 / -451.614 / 142.209 / 0 / -0.689335 / 0.724443 / 14.2787 , 254 / -448.963 / 139.278 / 0 / -0.565545 / 0.824717 / 10.328 , 257 / -453.046 / 143.103 / 0 / -0.797501 / 0.603317 / 15.9398 , 258 / -450.277 / 140.804 / 0 / -0.689335 / 0.724443 / 12.3394
CrossPoint ; 273 , 254 / -450.011 / 139.274 / 0 / -0.690107 / 0.723707 / 10.8267 , 258 / -451.314 / 140.245 / 0 / -0.7987 / 0.60173 / 12.4446
CrossPoint ; 308 , 254 / -441.059 / 139.321 / 0 / 0.204498 / -0.978867 / 1.8443
CrossPoint ; 309 , 256 / -443.72 / 155.072 / 0 / -0.384654 / 0.923061 / 2.89686 , 257 / -443.507 / 154.563 / 0 / -0.384654 / 0.923061 / 2.34478 , 258 / -443.275 / 154.017 / 0 / -0.380451 / 0.924801 / 1.75144 , 264 / -442.717 / 152.66 / 0 / -0.380451 / 0.924801 / 0.284328 , 265 / -444.018 / 155.787 / 0 / -0.384356 / 0.923185 / 3.67144 , 266 / -445.191 / 158.724 / 0 / -0.348844 / 0.937181 / 6.83399
CrossPoint ; 310 , 252 / -446.187 / 145.123 / 0 / -0.036596 / 0.99933 / 15.5244 , 253 / -446.08 / 142.206 / 0 / -0.036596 / 0.99933 / 12.6047 , 254 / -445.978 / 139.292 / 0 / -0.0253796 / 0.999678 / 9.68937 , 256 / -446.46 / 150.797 / 0 / -0.0460117 / 0.998941 / 21.2045 , 257 / -446.347 / 148.451 / 0 / -0.0441351 / 0.999026 / 18.8554 , 258 / -446.187 / 145.141 / 0 / -0.036596 / 0.99933 / 15.5418 , 263 / -446.351 / 148.53 / 0 / -0.0441351 / 0.999026 / 18.9344 , 264 / -446.54 / 152.699 / 0 / -0.0414871 / 0.999139 / 23.108 , 265 / -446.668 / 155.782 / 0 / -0.0414871 / 0.999139 / 26.1935 , 266 / -446.745 / 158.7 / 0 / -0.0315644 / 0.999502 / 29.1121
CrossPoint ; 313 , 318 / 182.385 / -218.783 / 0 / -0.693122 / 0.72082 / 15.8872 , 319 / 186.054 / -221.708 / 0 / -0.883694 / 0.468065 / 11.1853 , 320 / 188.993 / -223.072 / 0 / -0.938168 / 0.346181 / 7.94413 , 324 / 184.342 / -220.557 / 0 / -0.803982 / 0.594653 / 13.2455 , 327 / 188.444 / -222.869 / 0 / -0.938168 / 0.346181 / 8.52953
CrossPoint ; 314 , 318 / 181.509 / -220.655 / 0 / -0.878874 / 0.477054 / 15.9167 , 319 / 186.049 / -222.849 / 0 / -0.968329 / 0.249679 / 10.8824 , 320 / 188.982 / -223.656 / 0 / -0.986969 / 0.16091 / 7.84646 , 324 / 180.897 / -220.323 / 0 / -0.878874 / 0.477054 / 16.6129 , 325 / 177.132 / -215.656 / 0 / -0.445323 / 0.89537 / 22.6151 , 327 / 187.643 / -223.26 / 0 / -0.968329 / 0.249679 / 9.23628 , 328 / 179.011 / -218.677 / 0 / -0.785135 / 0.619325 / 19.0926
CrossPoint ; 315 , 319 / 186.041 / -224.978 / 0 / -0.996256 / -0.0864523 / 10.7533 , 320 / 188.962 / -224.727 / 0 / -0.998224 / -0.0595652 / 7.82143 , 322 / 180.293 / -225.612 / 0 / -0.993638 / -0.112619 / 16.5366 , 323 / 181.97 / -225.411 / 0 / -0.994405 / -0.105637 / 14.8473 , 327 / 184.994 / -225.069 / 0 / -0.996256 / -0.0864523 / 11.8045 , 328 / 178.967 / -225.755 / 0 / -0.994418 / -0.105514 / 17.8701 , 329 / 175.969 / -226.043 / 0 / -0.996276 / -0.0862167 / 20.8813
CrossPoint ; 316 , 320 / 188.907 / -228.202 / 0 / -0.72698 / -0.686658 / 8.98106 , 323 / 187.513 / -230.667 / 0 / -0.473291 / -0.880906 / 11.7863
CrossPoint ; 318 , 313 / 182.462 / -218.829 / 0 / -0.221064 / -0.975259 / 2.82707 , 314 / 181.645 / -220.603 / 0 / -0.448723 / -0.893671 / 4.77268 , 322 / 177.594 / -224.138 / 0 / -0.884234 / -0.467044 / 10.1942 , 323 / 177.959 / -223.945 / 0 / -0.884234 / -0.467044 / 9.78084 , 324 / 181.756 / -220.381 / 0 / -0.448723 / -0.893671 / 4.52473 , 328 / 178.979 / -223.844 / 0 / -0.64661 / -0.762821 / 8.96264 , 329 / 175.989 / -224.986 / 0 / -0.884234 / -0.467044 / 12.0094
CrossPoint ; 319 , 313 / 186.054 / -221.648 / 0 / -0.00373673 / -0.999993 / 12.2772 , 314 / 186.05 / -222.732 / 0 / -0.00373673 / -0.999993 / 13.361 , 315 / 186.041 / -224.992 / 0 / -0.00399643 / -0.999992 / 15.6208 , 323 / 186.028 / -228.503 / 0 / -0.00373673 / -0.999993 / 19.132 , 324 / 186.059 / -220.668 / 0 / -0.00302984 / -0.999995 / 11.2968 , 327 / 186.044 / -224.238 / 0 / -0.00399643 / -0.999992 / 14.8674
CrossPoint ; 320 , 313 / 188.993 / -223.068 / 0 / -0.0187136 / -0.999825 / 13.2357 , 314 / 188.984 / -223.564 / 0 / -0.0187136 / -0.999825 / 13.7317 , 315 / 188.961 / -224.746 / 0 / -0.0187136 / -0.999825 / 14.9143 , 316 / 188.903 / -228.415 / 0 / -0.0142821 / -0.999898 / 18.5842 , 324 / 189.034 / -220.833 / 0 / -0.0175226 / -0.999846 / 11.0008 , 327 / 189.003 / -222.611 / 0 / -0.0175226 / -0.999846 / 12.7784
CrossPoint ; 322 , 315 / 180.438 / -225.593 / 0 / 0.862379 / -0.506264 / 7.38347 , 318 / 177.834 / -223.994 / 0 / 0.985133 / -0.171793 / 4.3898 , 327 / 182.829 / -227.972 / 0 / 0.642811 / -0.766025 / 10.7494 , 328 / 178.974 / -224.643 / 0 / 0.938965 / -0.344013 / 5.65566 , 329 / 176.012 / -223.676 / 0 / 0.985133 / -0.171793 / 2.54034
CrossPoint ; 323 , 315 / 182.277 / -225.389 / 0 / 0.937271 / -0.348603 / 9.0668 , 316 / 187.588 / -230.615 / 0 / 0.544737 / -0.838607 / 16.5571 , 318 / 178.092 / -223.829 / 0 / 0.993243 / -0.116051 / 4.62614 , 319 / 186.029 / -228.446 / 0 / 0.689504 / -0.724282 / 13.8865 , 327 / 183.795 / -226.361 / 0 / 0.881976 / -0.471295 / 10.8491 , 328 / 178.977 / -224.183 / 0 / 0.972963 / -0.230961 / 5.55676 , 329 / 176.014 / -223.586 / 0 / 0.993243 / -0.116051 / 2.53364
CrossPoint ; 324 , 313 / 184.372 / -220.561 / 0 / 0.997607 / -0.0691331 / 16.5645 , 314 / 181.247 / -220.343 / 0 / 0.997899 / -0.0647864 / 13.4322 , 318 / 181.697 / -220.372 / 0 / 0.997899 / -0.0647864 / 13.8824 , 319 / 186.058 / -220.671 / 0 / 0.997899 / -0.0647864 / 18.2539 , 320 / 189.034 / -220.84 / 0 / 0.998598 / -0.0529368 / 21.2345 , 328 / 179.003 / -220.191 / 0 / 0.998598 / -0.0529368 / 11.1825 , 329 / 176.074 / -220.029 / 0 / 0.999337 / -0.0363956 / 8.24951
CrossPoint ; 325 , 314 / 177.181 / -215.669 / 0 / 0.655617 / 0.755094 / 10.5851 , 329 / 176.115 / -216.835 / 0 / 0.772844 / 0.634596 / 9.00776
CrossPoint ; 327 , 313 / 188.354 / -222.783 / 0 / 0.863983 / 0.50352 / 11.6542 , 314 / 187.604 / -223.221 / 0 / 0.863983 / 0.50352 / 10.7858 , 315 / 184.747 / -225.118 / 0 / 0.619523 / 0.784978 / 7.37809 , 319 / 186.044 / -224.131 / 0 / 0.765368 / 0.643592 / 8.98747 , 320 / 189.001 / -222.604 / 0 / 0.925806 / 0.377998 / 12.3101 , 322 / 182.656 / -227.782 / 0 / 0.211608 / 0.977355 / 4.06637 , 323 / 183.571 / -226.37 / 0 / 0.428036 / 0.903762 / 5.69546
CrossPoint ; 328 , 314 / 179.013 / -218.409 / 0 / 0.00519231 / 0.999987 / 19.1739 , 315 / 178.967 / -225.755 / 0 / 0.00633352 / 0.99998 / 11.8283 , 318 / 178.983 / -223.261 / 0 / 0.00675281 / 0.999977 / 14.3224 , 322 / 178.973 / -224.788 / 0 / 0.00633352 / 0.99998 / 12.7953 , 323 / 178.976 / -224.246 / 0 / 0.00633352 / 0.99998 / 13.3371 , 324 / 179.003 / -220.203 / 0 / 0.00633349 / 0.99998 / 17.3805
CrossPoint ; 329 , 315 / 175.969 / -226.04 / 0 / 0.0173689 / 0.999849 / 12.1778 , 318 / 175.99 / -224.837 / 0 / 0.0173689 / 0.999849 / 13.3811 , 322 / 176.012 / -223.715 / 0 / 0.0185324 / 0.999828 / 14.5033 , 323 / 176.014 / -223.602 / 0 / 0.0185324 / 0.999828 / 14.6161 , 324 / 176.077 / -220.045 / 0 / 0.0173689 / 0.999849 / 18.1739 , 325 / 176.115 / -216.767 / 0 / 0.00979217 / 0.999952 / 21.452
CrossPoint ; 354 , 356 / 339.738 / -220.002 / 0 / -0.515243 / 0.857044 / 7.06833 , 358 / 339.569 / -219.722 / 0 / -0.515243 / 0.857044 / 7.39564
CrossPoint ; 356 , 354 / 339.789 / -220.084 / 0 / -0.394928 / -0.918712 / 4.85265 , 358 / 339.95 / -219.708 / 0 / -0.394928 / -0.918712 / 4.44288
CrossPoint ; 358 , 354 / 339.603 / -219.722 / 0 / 0.99936 / 0.0357677 / 5.94551 , 356 / 339.89 / -219.71 / 0 / 0.999268 / 0.0382588 / 6.23296
CrossPoint ; 368 , 370 / 341.244 / 34.4093 / 0 / 0.695279 / 0.71874 / 6.68604 , 372 / 341.163 / 34.3259 / 0 / 0.695279 / 0.71874 / 6.56994
CrossPoint ; 370 , 368 / 341.293 / 34.3514 / 0 / -0.794101 / 0.607786 / 4.83074 , 372 / 341.163 / 34.4507 / 0 / -0.794101 / 0.607786 / 4.99406
CrossPoint ; 372 , 368 / 341.163 / 34.238 / 0 / 0.00058372 / -1 / 6.25796 , 370 / 341.163 / 34.4827 / 0 / 0.00058372 / -1 / 6.01327
CrossPoint ; 382 , 385 / 436.838 / -217.401 / 0 / -0.711726 / 0.702457 / 13.3064 , 386 / 438.732 / -219.048 / 0 / -0.819677 / 0.572826 / 10.7959 , 389 / 437.733 / -218.351 / 0 / -0.819677 / 0.572826 / 12.0139 , 391 / 440.622 / -220.176 / 0 / -0.893909 / 0.448249 / 8.59428
CrossPoint ; 383 , 386 / 438.631 / -222.211 / 0 / -0.99948 / -0.032231 / 10.2913 , 388 / 435.145 / -222.352 / 0 / -0.999188 / -0.0402778 / 13.7794 , 391 / 437.835 / -222.237 / 0 / -0.99948 / -0.032231 / 11.0873 , 392 / 434.211 / -222.39 / 0 / -0.999188 / -0.0402778 / 14.7145
CrossPoint ; 385 , 382 / 436.928 / -217.421 / 0 / -0.504582 / -0.863364 / 6.63806 , 388 / 433.243 / -220.666 / 0 / -0.855944 / -0.517069 / 11.5665 , 389 / 436.119 / -218.365 / 0 / -0.647523 / -0.762046 / 7.8734 , 392 / 434.234 / -220.079 / 0 / -0.765147 / -0.643855 / 10.4209
CrossPoint ; 386 , 382 / 438.737 / -219.042 / 0 / -0.0251553 / -0.999684 / 7.88063 , 383 / 438.63 / -222.215 / 0 / -0.032993 / -0.999456 / 11.0562 , 389 / 438.754 / -218.344 / 0 / -0.0251553 / -0.999684 / 7.18263 , 391 / 438.653 / -221.506 / 0 / -0.032993 / -0.999456 / 10.3469
CrossPoint ; 388 , 383 / 435.468 / -222.339 / 0 / 0.792005 / -0.610514 / 10.2258 , 385 / 433.361 / -220.586 / 0 / 0.882272 / -0.470739 / 7.50177 , 391 / 436.39 / -223.96 / 0 / 0.556613 / -0.830772 / 12.0243 , 392 / 434.221 / -221.378 / 0 / 0.792005 / -0.610514 / 8.65113
CrossPoint ; 389 , 382 / 437.899 / -218.347 / 0 / 0.999958 / 0.00915841 / 11.6303 , 385 / 436.079 / -218.364 / 0 / 0.999935 / 0.0114133 / 9.81034 , 386 / 438.752 / -218.34 / 0 / 0.999958 / 0.00915841 / 12.483 , 392 / 434.251 / -218.386 / 0 / 0.999942 / 0.0107843 / 7.98198
CrossPoint ; 391 , 382 / 440.548 / -220.134 / 0 / 0.837471 / 0.546482 / 13.1978 , 383 / 437.66 / -222.251 / 0 / 0.61828 / 0.785958 / 9.63178 , 386 / 438.656 / -221.436 / 0 / 0.739038 / 0.673664 / 10.9039 , 388 / 436.313 / -223.867 / 0 / 0.47835 / 0.878169 / 7.54049
CrossPoint ; 392 , 383 / 434.211 / -222.387 / 0 / 0.00964289 / 0.999954 / 8.61237 , 385 / 434.236 / -219.981 / 0 / 0.0102911 / 0.999947 / 11.0185 , 388 / 434.22 / -221.465 / 0 / 0.00964289 / 0.999954 / 9.53382 , 389 / 434.251 / -218.385 / 0 / 0.00964285 / 0.999954 / 12.6142
CrossPoint ; 404 , 413 / 182.157 / 161.051 / 0 / -0.58255 / 0.812795 / 21.6361 , 414 / 182.261 / 161.272 / 0 / -0.45699 / 0.889472 / 21.7606 , 416 / 186.16 / 155.877 / 0 / -0.709746 / 0.704457 / 15.0922 , 417 / 189.383 / 152.828 / 0 / -0.922715 / 0.385482 / 10.7388 , 425 / 187.302 / 154.598 / 0 / -0.828032 / 0.560681 / 13.4057 , 426 / 183.947 / 158.073 / 0 / -0.709746 / 0.704457 / 18.2096 , 431 / 190.113 / 152.523 / 0 / -0.922715 / 0.385482 / 9.94728 , 432 / 189.206 / 153.309 / 0 / -0.828032 / 0.560681 / 11.1071
CrossPoint ; 405 , 413 / 181.688 / 159.32 / 0 / -0.70626 / 0.707952 / 20.8829 , 414 / 181.697 / 159.311 / 0 / -0.70626 / 0.707952 / 20.8697 , 416 / 186.166 / 154.857 / 0 / -0.825534 / 0.564352 / 14.5767 , 417 / 189.384 / 152.621 / 0 / -0.921463 / 0.388465 / 10.6824 , 425 / 186.537 / 154.603 / 0 / -0.825534 / 0.564352 / 14.1271 , 426 / 182.919 / 158.086 / 0 / -0.70626 / 0.707952 / 19.1395 , 431 / 189.904 / 152.402 / 0 / -0.921463 / 0.388465 / 10.1186 , 432 / 188.725 / 152.899 / 0 / -0.921463 / 0.388465 / 11.3976 , 434 / 178.485 / 165.577 / 0 / -0.453408 / 0.891303 / 27.8344
